srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,Prediction
3000691,AN,8,700064,233,233,131,A,ADLD,700089,2017-08-29,2017-08-28,2018-03-20,4508,2018-03-24,11.04133184031862
3017538,AN,26,560066,308,233,131,A,ADLD,560048,2017-06-12,2017-06-10,2018-03-25,5001,2018-03-28,11.286302262405508
3044052,AA,24,110092,233,233,228,A,ADLD,110041,2018-03-06,2017-03-19,2018-04-01,4150,2018-04-03,12.933213961388994
3042722,AN,8,700064,233,233,228,A,ADLD,700089,2018-02-02,2017-11-11,2018-03-31,4508,2018-04-08,10.17407514894678
3059597,AN,21,110015,308,233,131,A,ADLD,110086,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-09,7.43930189433231
3035695,AM,1,400059,233,233,131,A,ADLD,411039,2017-07-07,2017-07-07,2018-03-29,4018,2018-04-05,14.690089999545267
3091001,AJ,27,110034,233,233,131,A,ADLD,110035,2017-07-03,2017-06-26,2018-04-17,4388,2018-04-19,12.342042607365762
3064303,AN,26,560066,233,245,131,A,ADLD,560018,2017-04-20,2017-04-19,2018-04-07,5001,2018-04-12,8.707775437448582
2838889,C,7,500004,233,233,131,B,ADLD,515001,2017-11-25,2017-11-20,2018-02-04,4477,2018-02-14,14.363390798511237
2921129,AJ,2,110018,233,233,131,A,ADLD,121005,2017-05-29,2017-05-02,2018-02-27,4388,2018-03-06,19.889136982180247
2969805,AM,2,110018,233,233,131,A,ADLD,121005,2018-02-06,2018-02-06,2018-03-11,4092,2018-03-17,21.165900324925254
2960986,AN,21,110015,233,233,131,A,ADLD,121005,2017-08-19,2017-08-10,2018-03-09,4580,2018-03-12,10.22786059657938
2960986,AN,21,110015,233,233,131,A,ADLD,121005,2017-08-19,2017-08-09,2018-03-09,4580,2018-03-12,10.22786059657938
2854115,G,8,700064,233,233,131,A,ADLD,700067,2017-12-11,2017-12-11,2018-02-09,4505,2018-02-12,12.798383619332835
2927752,AJ,7,500004,233,233,228,A,ADLD,500082,2017-06-09,2017-05-04,2018-03-01,4474,2018-03-08,11.910092617881412
2970385,AN,22,400104,233,233,228,A,ADLD,421301,2018-01-14,2017-07-17,2018-03-11,4581,2018-03-14,11.835058398689453
2966942,K,1,400059,233,233,131,C,ADLD,143001,2017-06-08,2017-06-05,2018-03-10,4008,2018-03-13,20.282652440286064
2853549,C,6,160059,233,233,131,C,ADLD,141001,2017-05-02,2017-04-19,2018-02-08,4549,2018-02-15,12.053377256975661
3003205,C,10,226010,233,233,228,B,ADLD,208020,2017-04-30,2016-10-02,2018-03-21,4547,2018-03-26,16.79976317797257
2863151,AN,21,110015,233,233,131,A,ADLD,122001,2017-07-07,2017-06-30,2018-02-12,4580,2018-02-14,10.465897377774779
2927492,AJ,1,400059,233,233,131,C,ADLD,421605,2017-07-29,2017-07-22,2018-03-01,4398,2018-03-05,16.173647965817587
3068997,C,5,380009,233,233,131,B,ADLD,395010,2016-04-29,2016-04-22,2018-04-09,4546,2018-04-11,13.045990166858346
2835440,AN,22,400104,233,233,131,A,ADLD,400081,2017-10-18,2017-09-30,2018-02-03,4581,2018-02-12,12.431179711435464
2879534,C,2,110018,233,233,131,A,ADLD,110002,2018-01-20,2017-11-20,2018-02-17,4550,2018-02-21,11.661260816705047
2876554,AN,7,500004,233,233,131,B,ADLD,530045,2017-11-18,2017-09-29,2018-02-16,4403,2018-02-21,14.25372063319603
2904364,Y,17,800001,233,233,131,C,ADLD,841214,2018-01-29,2017-12-08,2018-02-24,4538,2018-02-27,14.555007927481393
2994057,AJ,2,110018,233,233,131,A,ADLD,201011,2017-05-02,2017-05-02,2018-03-18,4388,2018-03-20,15.545559469591712
2981244,AJ,8,700064,233,233,228,A,ADLD,700001,2018-02-16,2018-02-16,2018-03-14,4499,2018-03-21,12.714266609052148
2970815,S,24,110092,233,233,131,A,ADLD,110092,2018-02-21,2017-10-24,2018-03-12,4150,2018-03-14,15.67404890006391
3004006,AJ,23,400001,233,233,131,A,ADLD,400607,2017-09-11,2017-01-07,2018-03-21,4398,2018-03-26,12.905712424485431
2930967,D,1,400059,233,233,131,B,ADLD,561203,2017-03-27,2017-03-27,2018-03-02,4401,2018-03-05,17.40574655464372
3001468,D,1,400059,233,233,131,A,ADLD,711104,2017-10-30,2017-10-24,2018-03-20,4390,2018-03-24,17.49943225152542
3054022,AJ,25,560037,233,233,131,A,ADLD,600028,2017-08-18,2017-08-18,2018-04-04,4460,2018-04-09,8.99068774888369
3046863,AN,21,110015,233,233,131,A,ADLD,110019,2017-06-05,2017-05-23,2018-04-02,4580,2018-04-13,7.709915752119662
3085258,AJ,27,110034,233,233,131,A,ADLD,201301,2018-02-24,2017-05-21,2018-04-14,4388,2018-04-18,12.84226153038241
3062874,AJ,25,560037,233,245,131,0,ADLD,0,2017-04-24,2016-10-08,2018-04-07,4460,2018-04-11,10.545762809836917
2939171,S,24,110092,233,233,131,B,ADLD,148001,2017-05-19,2017-05-14,2018-03-04,4150,2018-03-12,14.554170760493221
2938090,C,2,110018,308,233,228,A,ADLD,122002,2017-11-07,2017-11-03,2018-03-03,4550,2018-03-06,11.981406333193776
3011506,AI,7,500004,233,233,131,A,ADLD,500065,2017-12-14,2017-12-14,2018-03-23,4474,2018-04-05,10.979635628570213
3073811,AN,21,110015,233,233,131,A,ADLD,110017,2017-10-02,2017-10-01,2018-04-11,4580,2018-04-12,7.951333370982063
2876867,AN,8,700064,233,233,131,A,ADLD,700082,2017-04-18,2017-04-17,2018-02-16,4508,2018-02-20,10.626627358890214
2931651,AN,22,400104,233,233,131,A,ADLD,380051,2017-03-16,2017-03-15,2018-03-03,4581,2018-03-08,13.103637790902418
2906449,C,10,226010,233,233,131,B,ADLD,221010,2016-12-31,2016-12-25,2018-02-25,4547,2018-03-02,17.401281124948905
3063505,AN,21,110015,233,245,131,A,ADLD,110001,2017-07-10,2017-07-08,2018-04-07,4580,2018-04-10,7.775511206966005
3034848,AI,27,110034,233,233,131,B,ADLD,132103,2017-11-13,2017-11-11,2018-03-29,4388,2018-04-08,15.604516520201702
2827286,AN,3,560011,233,233,131,A,ADLD,560037,2017-08-18,2017-08-18,2018-02-01,4467,2018-02-01,11.892337689669146
3009836,AN,7,500004,233,233,131,A,ADLD,500035,2017-06-29,2017-06-14,2018-03-23,4403,2018-03-29,12.278138722382856
3011585,AN,8,700064,233,233,131,C,ADLD,786171,2017-04-12,2017-04-08,2018-03-23,4508,2018-03-27,15.637423347573614
2892055,AN,21,110015,233,233,131,C,ADLD,306401,2017-04-20,2017-04-11,2018-02-21,4580,2018-03-03,14.334996787846809
2993568,AN,21,110015,233,233,131,A,ADLD,121004,2017-06-22,2017-06-21,2018-03-18,4580,2018-03-21,10.22786059657938
3038938,AJ,6,160059,233,233,131,B,ADLD,160103,2017-07-13,2017-07-11,2018-03-30,4437,2018-04-04,11.013648450552765
2833931,C,2,110018,233,233,131,A,ADLD,201014,2017-11-29,2017-11-19,2018-02-03,4094,2018-02-06,16.725624951539782
2842506,AN,22,400104,233,233,131,B,ADLD,396191,2017-09-23,2017-09-01,2018-02-05,4581,2018-02-09,14.37505898436866
2827558,AN,4,600024,233,233,131,A,ADLD,600099,2017-08-22,2017-08-21,2018-02-01,4490,2018-02-20,10.850223378410336
2866136,AN,22,400104,233,233,131,A,ADLD,400002,2017-04-17,2017-04-13,2018-02-13,4581,2018-02-24,12.220309680946608
2884872,AE,1,400059,233,233,131,A,ADLD,400081,2017-04-16,2017-04-16,2018-02-19,4015,2018-02-23,15.817750703424645
2899712,AN,22,400104,233,233,131,A,ADLD,411001,2017-06-30,2017-06-29,2018-02-23,4581,2018-02-26,12.446750195893458
2930379,C,9,411016,233,233,131,A,ADLD,412105,2017-11-17,2017-11-17,2018-03-02,4548,2018-03-05,12.051207025280263
2949731,AI,8,700064,233,233,131,B,ADLD,734005,2018-01-09,2018-01-09,2018-03-07,4499,2018-03-09,16.579049117718384
2953268,C,2,110018,233,233,131,A,ADLD,110025,2016-04-09,2016-04-09,2018-03-07,4094,2018-03-12,17.016209986031576
2943665,AJ,2,110018,233,233,228,A,ADLD,201010,2018-01-29,2018-04-20,2018-03-06,4148,2018-03-08,16.054572302308234
2912458,AN,8,700064,233,0,131,A,ADLD,700039,2017-06-19,2017-06-17,2018-02-27,4508,2018-03-09,11.016295905346288
2982809,AN,22,400104,233,233,131,A,ADLD,412114,2016-05-27,2016-05-20,2018-03-15,4581,2018-03-19,12.500128859069552
2860101,AF,1,400059,233,233,131,A,ADLD,400072,2017-02-24,2017-02-22,2018-02-10,4581,2018-03-19,13.86917789643741
3005038,C,2,110018,233,233,228,A,ADLD,201306,2017-08-14,2016-11-14,2018-03-21,4091,2018-03-24,16.15354999093257
2978586,J,2,110018,233,233,131,A,ADLD,500056,2017-10-25,2017-10-14,2018-03-14,5138,2018-03-19,13.824027671747015
3021630,C,9,411016,233,233,131,A,ADLD,411037,2017-12-20,2017-12-20,2018-03-26,4548,2018-03-28,12.051207025280263
3042067,AJ,27,110034,233,233,228,A,ADLD,110018,2017-07-01,2016-03-23,2018-03-31,4388,2018-04-02,13.763718602018766
3048317,C,2,110018,233,233,131,A,ADLD,110034,2018-01-24,2018-01-24,2018-04-02,4550,2018-04-05,10.808755665239847
3069146,C,1,400059,233,233,131,A,ADLD,400058,2017-11-12,2017-11-12,2018-04-09,4545,2018-04-11,12.551534393622703
2909502,AJ,6,160059,233,233,131,C,ADLD,141013,2017-08-21,2017-08-21,2018-02-26,4437,2018-03-04,13.950794243208831
3049110,AN,21,110015,201,233,131,C,ADLD,122050,2017-11-23,2017-09-23,2018-04-03,4388,2018-04-08,15.32215913681086
2918997,C,8,700064,233,233,131,B,ADLD,713212,2017-12-14,2017-10-28,2018-02-27,4500,2018-03-03,15.487251864768867
2825559,AN,2,110018,233,233,131,B,ADLD,248002,2018-01-09,2017-12-24,2018-01-31,4147,2018-02-06,15.682418346897677
2960253,AJ,8,700064,233,233,131,A,ADLD,700064,2017-05-12,2017-05-12,2018-03-09,4499,2018-03-13,12.463526925555492
3006048,C,2,110018,233,233,228,A,ADLD,121001,2017-10-14,2016-12-26,2018-03-22,4550,2018-03-25,15.163646877217708
3052201,AN,8,700064,233,233,131,A,ADLD,700006,2017-06-01,2016-09-27,2018-04-03,4508,2018-04-07,9.957317700058903
2877237,C,10,226010,233,233,228,A,ADLD,226001,2017-07-17,2016-12-27,2018-02-16,4547,2018-03-10,12.241454252778098
3038907,C,2,110018,233,233,131,B,ADLD,132103,2017-11-25,2017-11-21,2018-03-30,4094,2018-04-03,16.038607011871587
2853562,AJ,3,560011,233,233,228,A,ADLD,560037,2017-06-01,2017-05-12,2018-02-08,4460,2018-02-14,10.696715570485553
2856305,AF,9,411016,233,233,131,A,ADLD,411060,2017-02-20,2017-02-17,2018-02-09,4581,2018-02-12,11.549718433079091
2854634,C,5,380009,233,233,228,B,ADLD,384002,2017-08-10,2017-08-06,2018-02-09,4546,2018-02-14,14.019922074812992
2911746,AN,21,110015,233,233,131,C,ADLD,141001,2017-03-01,2017-02-23,2018-02-26,4580,2018-02-28,11.373593803342814
2943697,AN,21,110015,233,233,131,A,ADLD,110091,2017-08-16,2017-08-14,2018-03-06,4580,2018-03-09,9.917622654048696
2960302,AN,21,110015,233,245,131,A,ADLD,110030,2017-08-01,2017-07-29,2018-03-09,4580,2018-04-01,8.014158724645057
2867337,AN,7,500004,233,233,131,A,ADLD,500072,2017-07-23,2017-07-20,2018-02-13,4403,2018-02-18,12.181136209779789
2959756,AN,21,110015,233,233,228,A,ADLD,110095,2017-11-01,2017-09-06,2018-03-09,4580,2018-03-15,9.929382498020889
2953803,C,2,110018,233,0,131,B,ADLD,125004,2018-02-16,2017-02-25,2018-03-08,4550,2018-03-17,18.269830177232528
2884052,AJ,12,302006,233,233,228,B,ADLD,334001,2017-08-01,2017-07-25,2018-02-18,4407,2018-02-20,14.440675212501048
2838580,C,17,800001,233,233,131,C,ADLD,834001,2017-11-04,2017-11-04,2018-02-04,4409,2018-02-27,16.423283642039372
2930404,AJ,3,560011,233,233,228,A,ADLD,560024,2017-08-26,2017-05-25,2018-03-02,4460,2018-03-10,10.651073472072781
2906115,AA,2,110018,308,233,228,A,ADLD,122003,2017-07-08,2017-03-25,2018-02-25,4150,2018-03-07,17.14442121714896
2872277,AN,21,110015,233,233,131,A,ADLD,201013,2017-06-25,2017-06-19,2018-02-15,4580,2018-03-13,11.376678967915861
2981968,C,2,110018,233,233,131,A,ADLD,201306,2017-03-21,2017-03-07,2018-03-15,4091,2018-03-19,16.918141607612807
2956561,AM,1,400059,233,233,131,B,ADLD,452010,2017-10-21,2017-10-19,2018-03-08,4018,2018-03-16,19.386707365543913
3009808,AN,7,500004,233,233,131,A,ADLD,500032,2017-05-23,2017-05-05,2018-03-23,4403,2018-04-02,10.646300600947482
3032328,C,2,110018,233,233,131,A,ADLD,201304,2018-02-24,2018-02-20,2018-03-28,4550,2018-03-31,12.99867160552109
2983866,AB,1,400059,233,233,228,A,ADLD,121003,2018-02-24,2017-10-24,2018-03-15,4390,2018-03-19,16.949695988227
3040932,AN,22,400104,233,233,131,C,ADLD,473551,2017-07-22,2017-07-20,2018-03-31,4581,2018-04-12,13.507090534362606
3069064,C,4,600024,233,233,131,A,ADLD,600028,2017-04-28,2017-04-26,2018-04-09,4483,2018-04-18,9.47262898103388
2867979,AN,22,400104,233,245,131,B,ADLD,362001,2017-05-08,2018-03-09,2018-02-14,4581,2018-03-01,15.477789300220198
3046893,AJ,25,560037,308,245,131,A,ADLD,560086,2017-04-29,2017-04-29,2018-04-02,4460,2018-04-06,8.475674605405212
3030888,AJ,27,110034,233,245,131,A,ADLD,110009,2016-08-22,2016-08-19,2018-03-28,4388,2018-04-03,13.628364380138155
2824824,AN,21,110015,233,233,131,C,ADLD,141013,2017-08-21,2017-08-19,2018-01-31,4673,2018-02-07,11.185687067472681
3049429,AM,1,400059,233,233,131,A,ADLD,421001,2017-10-21,2017-10-19,2018-04-03,4018,2018-04-07,13.868130529380286
2923143,AN,17,800001,233,233,131,C,ADLD,834009,2017-05-15,2017-05-13,2018-02-28,4410,2018-03-06,16.930604540175644
2945631,C,8,700064,233,233,131,A,ADLD,700029,2018-01-23,2018-01-20,2018-03-06,4508,2018-03-08,11.300546935280739
2930884,J,2,110018,201,233,131,0,ADLD,333515,2018-02-13,2018-01-30,2018-03-02,4154,2018-03-11,19.282656591713103
3055922,AN,21,110015,233,233,131,A,ADLD,110075,2018-01-28,2018-01-04,2018-04-05,4580,2018-04-07,8.72487109114003
2938857,AM,3,560011,233,233,131,B,ADLD,530018,2018-02-21,2018-02-21,2018-03-04,4462,2018-04-01,14.78861326491663
2846774,C,4,600024,233,233,131,A,ADLD,600042,2017-10-06,2017-10-06,2018-02-06,4483,2018-02-15,11.118327108002545
2885141,AN,21,110015,233,233,131,B,ADLD,132103,2016-04-07,2016-04-04,2018-02-19,4580,2018-02-20,11.039359400826141
2925063,AN,22,400104,233,233,131,C,ADLD,474011,2017-03-15,2017-03-03,2018-02-28,4581,2018-03-06,16.218858199203176
3013006,C,1,400059,308,233,131,A,ADLD,421301,2016-04-04,2016-09-12,2018-03-24,4545,2018-03-31,14.368534494873705
2856090,AN,22,400104,233,233,131,A,ADLD,411040,2017-11-14,2017-09-28,2018-02-09,4581,2018-02-20,12.53045305543381
3007514,AJ,27,110034,233,233,131,B,ADLD,313001,2018-02-09,2018-02-07,2018-03-22,4388,2018-03-26,16.970779662972387
2889149,AA,8,700064,233,233,228,A,ADLD,700073,2017-08-10,2017-03-31,2018-02-20,4506,2018-03-05,12.722059691077412
2875961,AJ,2,110018,233,233,228,B,ADLD,131001,2018-01-31,2017-12-13,2018-02-16,4388,2018-02-17,15.101646989322255
2867223,AN,3,560011,233,233,131,C,ADLD,590008,2018-01-18,2017-02-23,2018-02-13,4467,2018-02-17,13.828363518790015
2873608,AE,2,110018,233,233,131,A,ADLD,110059,2017-09-22,2017-09-22,2018-02-15,4093,2018-02-24,16.904306695045346
2925348,AJ,3,560011,233,233,228,A,ADLD,560066,2017-05-20,2016-11-19,2018-02-28,4460,2018-03-05,10.79371808308862
2945022,C,6,160059,233,233,131,B,ADLD,134109,2017-08-15,2017-08-12,2018-03-06,4549,2018-03-08,12.64772273445166
2957934,AJ,3,560011,233,233,228,A,ADLD,560048,2017-11-13,2016-06-15,2018-03-09,4460,2018-03-22,10.877420942628973
2906967,C,2,110018,233,233,228,A,ADLD,122505,2018-01-19,2017-12-12,2018-02-25,4094,2018-03-16,16.805057164041326
3003310,AN,26,560066,308,233,228,A,ADLD,560065,2018-02-21,2017-01-18,2018-03-21,5001,2018-03-23,11.32242235174971
2993274,AJ,23,400001,233,233,131,A,ADLD,410501,2017-06-15,2017-06-15,2018-03-17,4398,2018-03-23,12.659938364148672
2938560,AN,3,560011,233,233,131,A,ADLD,560064,2018-01-31,2018-01-31,2018-03-04,5001,2018-03-07,12.298168266225552
3017886,AD,2,110018,233,233,228,A,ADLD,201304,2018-01-18,2017-06-23,2018-03-25,4148,2018-03-30,16.054572302308234
3030324,S,24,110092,233,233,131,C,ADLD,756114,2017-12-25,2017-09-01,2018-03-28,4150,2018-03-31,19.103620397650673
3039059,G,1,400059,233,233,131,A,ADLD,380001,2017-04-13,2017-04-13,2018-03-30,4011,2018-04-02,16.46896062691099
3057892,AJ,23,400001,233,233,228,A,ADLD,380052,2018-01-25,2018-01-06,2018-04-05,4398,2018-04-07,10.48207496536594
3078950,AN,22,400104,233,233,131,B,ADLD,410210,2017-07-15,2017-07-13,2018-04-12,4581,2018-04-19,12.758681245553264
3036848,AN,26,560066,233,245,228,A,ADLD,560034,2018-02-14,2017-02-10,2018-03-29,5001,2018-04-15,9.398976705125106
2905505,C,2,110018,308,233,228,A,ADLD,122002,2018-02-01,2017-05-15,2018-02-24,4094,2018-03-06,17.28393023687186
2944195,AN,21,110015,233,233,131,A,ADLD,110017,2017-05-04,2017-05-03,2018-03-06,4580,2018-03-12,10.094967521895802
2974110,C,2,110018,233,233,228,A,ADLD,110094,2018-02-24,2017-01-21,2018-03-13,4091,2018-03-16,17.197991538576083
3020907,AJ,27,110034,233,233,131,A,ADLD,110052,2018-01-10,2017-02-26,2018-03-26,4388,2018-04-02,14.607010246914548
2845157,AJ,9,411016,233,233,131,A,ADLD,411018,2017-03-11,2017-03-11,2018-02-06,4021,2018-02-12,11.836395065837038
2828126,AN,22,400104,0,233,131,0,ADLD,476337,2017-05-26,2017-05-23,2018-02-01,4581,2018-02-06,15.222517895059935
3053861,AN,7,500004,233,233,131,A,ADLD,500081,2017-10-23,2017-10-15,2018-04-04,4403,2018-04-13,10.233323020450637
2878982,AN,22,400104,233,233,131,B,ADLD,393001,2017-04-21,2016-10-26,2018-02-16,4581,2018-02-19,14.37505898436866
3053815,AN,26,560066,233,233,131,B,ADLD,636006,2017-04-24,2017-04-21,2018-04-04,5001,2018-04-10,11.216986236027129
3083830,AN,6,160059,233,233,131,B,ADLD,160002,2017-12-16,2017-12-14,2018-04-14,4441,2018-04-22,11.567884805215249
2934487,AN,21,110015,233,233,131,C,ADLD,332001,2017-09-18,2017-09-09,2018-03-03,4580,2018-03-11,14.022897021405182
2930486,AN,7,500004,233,233,131,A,ADLD,500045,2017-07-08,2017-06-26,2018-03-02,4403,2018-03-13,12.278138722382856
2957237,AN,21,110015,233,233,228,A,ADLD,122001,2018-02-11,2018-02-09,2018-03-08,4580,2018-03-09,10.352099282870764
2940616,C,12,302006,233,233,228,A,ADLD,302028,2017-12-08,2018-04-03,2018-03-05,4453,2018-03-19,13.188976631153366
3009311,C,6,160059,233,233,228,B,ADLD,160103,2017-09-27,2017-01-22,2018-03-22,4549,2018-04-10,11.393616987932834
2820780,AJ,3,560011,233,233,131,A,ADLD,560005,2017-06-12,2017-06-12,2018-01-30,4460,2018-02-03,11.344725523190846
2854616,AN,22,400104,233,233,228,A,ADLD,421503,2017-08-19,2017-08-16,2018-02-09,4581,2018-02-12,11.78167973551336
2883186,AN,17,800001,233,233,131,B,ADLD,846004,2017-08-21,2017-06-14,2018-02-18,4538,2018-02-21,15.034849116203585
2896674,AJ,1,400059,233,233,131,A,ADLD,400095,2017-06-04,2017-06-02,2018-02-22,4398,2018-03-02,13.765722418286106
2905997,AD,4,600024,233,233,228,A,ADLD,600101,2018-01-21,2016-10-30,2018-02-24,4488,2018-02-28,10.485362606200553
2939308,AN,3,560011,233,233,131,B,ADLD,580029,2018-01-10,2018-01-09,2018-03-04,4467,2018-03-13,14.585619697816343
2971718,AI,8,700064,233,233,131,A,ADLD,700090,2017-12-11,2017-12-11,2018-03-12,4499,2018-03-14,12.690953255316874
2931086,C,7,500004,233,233,131,A,ADLD,500032,2017-03-15,2016-01-30,2018-03-02,4477,2018-03-14,12.797547499840766
2962484,AN,21,110015,233,233,131,B,ADLD,134109,2018-01-28,2018-01-13,2018-03-10,4580,2018-03-17,12.380517936368808
2981699,AD,2,110018,233,233,228,A,ADLD,122016,2017-07-04,2017-05-25,2018-03-15,4148,2018-03-22,16.805057164041326
2999733,C,12,302006,233,233,228,B,ADLD,342005,2017-11-03,2018-02-06,2018-03-20,4407,2018-03-22,15.121849899829977
3009350,AA,2,110018,233,233,228,A,ADLD,121003,2017-10-11,2018-04-25,2018-03-22,5138,2018-03-29,14.8165613655112
3037977,AN,26,560066,308,233,131,A,ADLD,560076,2017-05-11,2017-05-11,2018-03-30,5001,2018-04-03,9.127386974485377
3001564,AD,8,700064,233,233,228,A,ADLD,700068,2017-11-17,2017-07-12,2018-03-20,4510,2018-03-22,12.061961134057151
3032370,AD,1,400059,233,233,228,A,ADLD,400002,2018-02-07,2016-12-11,2018-03-28,4011,2018-03-31,17.114456478019857
3063446,AN,7,500004,233,233,228,A,ADLD,500032,2018-03-19,2017-03-11,2018-04-07,4403,2018-04-09,9.758599473936327
3062623,C,2,110018,233,233,228,A,ADLD,110092,2017-10-29,2017-09-28,2018-04-06,4091,2018-04-10,15.222466549141767
3053133,C,7,500004,233,233,131,A,ADLD,500026,2017-12-15,2017-12-11,2018-04-04,4477,2018-04-15,10.290757022726595
3085273,AN,26,560066,233,233,131,A,ADLD,560041,2017-09-08,2017-04-01,2018-04-14,5001,2018-04-17,8.707775437448582
3085273,J,26,560066,233,233,131,A,ADLD,560041,2017-09-08,2017-08-27,2018-04-14,5001,2018-04-17,8.707775437448582
3035714,AJ,25,560037,233,245,131,A,ADLD,560076,2016-11-29,2016-11-28,2018-03-29,4460,2018-04-04,8.836534922244121
2971164,S,3,560011,233,233,131,A,ADLD,560098,2018-02-18,2017-08-18,2018-03-12,4400,2018-03-16,12.166459181315343
3041275,AN,7,500004,233,233,131,A,ADLD,500013,2017-01-25,2018-01-16,2018-03-31,4403,2018-04-04,11.187764821603913
3056012,AN,21,110015,233,233,131,B,ADLD,134003,2017-06-23,2017-06-21,2018-04-05,4580,2018-04-10,9.77257296177888
2953702,AN,17,800001,233,233,131,A,ADLD,800001,2017-07-29,2017-07-27,2018-03-08,4538,2018-03-10,11.827589337322921
2928785,C,9,411016,233,233,131,A,ADLD,411033,2018-01-05,2018-01-05,2018-03-01,4022,2018-03-05,13.136933869177623
2873069,AN,2,110018,233,245,131,A,ADLD,110027,2017-07-05,2017-06-14,2018-02-15,4147,2018-02-21,16.66127577828887
2843204,AN,21,110015,233,233,131,A,ADLD,302015,2017-08-05,2017-08-02,2018-02-06,4580,2018-02-14,11.753897509191917
3075521,AN,26,560066,233,233,131,A,ADLD,560083,2017-05-31,2017-05-29,2018-04-11,5001,2018-04-12,8.707775437448582
2970302,AJ,25,560037,233,245,131,A,ADLD,560032,2017-05-11,2017-05-11,2018-03-11,4460,2018-03-15,10.261617326843353
2957210,AJ,25,560037,233,233,131,A,ADLD,600042,2017-11-12,2017-11-11,2018-03-08,4460,2018-03-19,10.864682914787009
2940628,AN,21,110015,233,233,131,B,ADLD,132103,2016-09-01,2016-08-31,2018-03-05,4580,2018-03-14,11.82445957378077
2988496,AN,21,110015,233,233,131,A,ADLD,121008,2018-02-17,2018-02-03,2018-03-16,4580,2018-03-19,10.863501547379144
3066126,AJ,27,110034,233,233,228,B,ADLD,243001,2018-03-22,2018-03-21,2018-04-08,4388,2018-04-11,12.571154037030992
2827317,AN,17,800001,233,233,131,B,ADLD,805103,2017-05-09,2017-05-06,2018-02-01,4538,2018-02-06,14.320846429098646
2834234,C,4,600024,233,233,131,A,ADLD,600096,2017-02-22,2017-02-11,2018-02-03,4483,2018-02-09,10.848176769192392
2870172,H,1,400059,233,233,131,A,ADLD,560039,2018-01-27,2018-01-14,2018-02-14,4011,2018-02-20,19.339211348384172
2910244,AJ,3,560011,233,233,131,A,ADLD,560022,2017-05-07,2017-05-02,2018-02-26,4460,2018-03-03,11.301876108973643
2851602,C,7,500004,233,233,228,B,ADLD,530045,2017-05-20,2016-06-04,2018-02-08,4477,2018-02-27,13.937650633731721
2934787,F,1,400059,233,233,131,B,ADLD,364001,2017-07-30,2017-07-25,2018-03-03,4011,2018-03-07,18.788026133355093
2943650,AN,22,400104,233,233,131,A,ADLD,400012,2017-07-13,2017-07-04,2018-03-06,4581,2018-03-14,12.606291091331197
